Unique.ID,Grantor,Grantee,Program,Year,Date,EndDate,Amount,AmendmentNumber,Funding.Agency,Funding.Source,Category,Location,Issued,Funding.Type,Years,Average.By.Year,City.Year,Population,Amount.Per.Capita,Amount.Per.PEH,Population.PEH,ExpenditureType
,City of Imperial Beach,,,2022.0,,,0,,,,,,,,,,City of Imperial Beach|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Santee,CRISIS HOUSE,case management services,,5/31/2019,,$478.26 ,,,CDBG (Program Year 2018),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,7/9/2019,,$460.17 ,,,CDBG (Program Year 2018),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,10/31/2019,,$587.51 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,7/31/2019,,$549.74 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,8/31/2019,,$536.92 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,9/30/2019,,$481.98 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,11/30/2019,,$541.97 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,12/31/2019,,$560.27 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,1/31/2020,,$607.35 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,2/29/2020,,$447.40 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,3/31/2020,,$594.33 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,4/30/2020,,$473.58 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,5/31/2020,,$238.95 ,,,CDBG (Program Year 2019),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,7/31/2020,,"$5,515.40 ",,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,8/31/2020,,"$8,953.23 ",,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,9/30/2020,,$402.07 ,,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CSA San Diego County,housing assistance,,1/13/2021,,"$5,244.80 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|Emergency rental assistance for up to three months for up to 5 Santee LMI households (80% AMI) in response to the coronavirus pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,CSA San Diego County,housing assistance,,3/2/2021,,"$17,756.20 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|Emergency rental assistance for up to three months for up to 5 Santee LMI households (80% AMI) in response to the coronavirus pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,CRISIS HOUSE,case management services,,8/31/2020,,$452.09 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,8/13/2020,,$495.15 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,10/14/2020,,$472.10 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,10/31/2020,,$373.58 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,12/21/2020,,$537.56 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,1/19/2021,,$601.12 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,2/19/2021,,$370.64 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,3/11/2021,,$433.66 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,4/15/2021,,$513.65 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,4/30/2021,,$557.22 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,5/31/2021,,$190.82 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,1/19/2021,,$9.00 ,,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,case management services,,6/30/2021,,"$1,815.36 ",,,CDBG (Program Year 2020),,,,,,,"City of Santee|Address homeless issues through case management, provide food, shelter vouchers, and skill development for long-term self sufficiency",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,San Diego East County Chamber of Commerce Foundation,support for homeless service providers,,4/1/2021,,"$5,000.00 ",,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide support for regional homeless service providers, networking and communication for organizations serving and impacted by homeless persons, and building capacity of the East County Homeless Task Force",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,3/31/2021,,"$9,020.30 ",,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,2/28/2021,,"$5,500.17 ",,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,4/30/2021,,$239.84 ,,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,5/31/2021,,$170.92 ,,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,6/30/2021,,$68.47 ,,,CDBG-CV (Coronavirus Response),,,,,,,"City of Santee|Provide emergency housing to imminently homeless, or episodically and chronically homeless individuals and families in the City of Santee, and who are unable to access housing during the coronavirus pandemic",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,Interfaith Shelter Network,housing assistance,,4/7/2021,,"$4,940.45 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|Emergency Rental Assistance for up to six months for Santee LMI households (80% AMI or Lower) in response to the coronavirus pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,Interfaith Shelter Network,housing assistance,,7/29/2021,,"$18,161.41 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|Emergency Rental Assistance for up to six months for Santee LMI households (80% AMI or Lower) in response to the coronavirus pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,Interfaith Shelter Network,housing assistance,,10/28/2021,,"$35,283.64 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|Emergency Rental Assistance for up to six months for Santee LMI households (80% AMI or Lower) in response to the coronavirus pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,Interfaith Shelter Network,housing assistance,,11/23/2021,,$395.03 ,,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|Emergency Rental Assistance for up to six months for Santee LMI households (80% AMI or Lower) in response to the coronavirus pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,3/15/2021,,"$31,173.05 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,6/13/2021,,"$42,899.97 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,7/12/2021,,"$10,695.00 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,10/13/2021,,"$31,434.66 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,2/25/2022,,"$21,578.03 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,4/14/2022,,"$9,908.40 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,"Home Start, Inc.",housing assistance,,8/2/2022,,"$23,461.89 ",,,CDBG-CV (Coronavirus Response),,,,,,,City of Santee|CDBG-CV funded rental assistance for persons financially impacted by the Coronavirus Pandemic,,$0.00 ,$0.00 ,,Prevention
,City of Santee,CRISIS HOUSE,emergency housing and support services,,8/12/2021,,$490.57 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,9/15/2021,,$489.75 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,10/15/2021,,$488.67 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,11/15/2021,,$458.72 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,11/30/2021,,$491.24 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,2/3/2022,,$513.60 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,2/22/2022,,$495.46 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,2/28/2022,,$456.85 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,3/31/2022,,$611.18 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,City of Santee,CRISIS HOUSE,emergency housing and support services,,4/30/2022,,$522.75 ,,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
